prop0,CO0,prop1,CO1,prop2,CO2,sequence,0,0
4,35,4,33,4,33,1,0,0
4,35,4,33,4,33,2,0,0
4,35,4,33,4,33,3,0,0
4,35,4,33,4,33,4,0,0
4,35,4,33,4,33,5,0,0
4,35,4,33,4,33,6,0,0
4,35,4,33,4,33,7,0,0
4,35,4,33,4,33,8,0,0
4,35,4,33,4,33,9,0,0
4,35,4,33,4,33,10,0,0
4,35,4,33,4,33,11,0,0
4,35,4,33,4,33,12,0,0
4,35,4,33,4,33,13,0,0
4,35,4,33,4,33,14,0,0
4,35,4,33,4,33,15,0,0
4,35,4,33,4,33,16,0,0
4,35,4,33,4,33,17,0,0
4,35,4,33,4,33,18,0,0
4,35,4,33,4,33,19,0,0
4,35,4,33,4,33,20,0,0
4,35,4,34,4,33,21,0,0
4,35,4,33,4,33,22,0,0
4,35,4,33,4,33,23,0,0
4,35,4,34,4,33,24,0,0
4,35,4,34,4,33,25,0,0
4,35,4,33,4,33,26,0,0
4,35,4,34,4,33,27,0,0
4,35,4,33,4,33,28,0,0
4,35,4,33,4,33,29,0,0
4,35,4,34,4,33,30,0,0
4,35,4,33,4,33,31,0,0
4,35,4,34,4,33,32,0,0
4,35,4,34,4,33,33,0,0
4,35,4,34,4,33,34,0,0
4,35,4,34,4,33,35,0,0
4,35,4,34,4,33,36,0,0
4,35,4,34,4,33,37,0,0
4,35,4,34,4,33,38,0,0
4,35,4,34,4,33,39,0,0
4,35,4,34,4,33,40,0,0
4,35,4,34,4,33,41,0,0
4,35,4,34,4,33,42,0,0
4,35,4,33,4,33,43,0,0
4,35,4,34,4,33,44,0,0
4,35,4,34,4,33,45,0,0
4,35,4,33,4,33,46,0,0
4,35,4,33,4,33,47,0,0
4,35,4,34,4,33,48,0,0
4,35,4,33,4,33,49,0,0
4,35,4,33,4,33,50,0,0
4,35,4,33,4,33,51,0,0
4,35,4,34,4,33,52,0,0
4,35,4,34,4,33,53,0,0
4,35,4,34,4,33,54,0,0
4,35,4,33,4,33,55,0,0
4,35,4,33,4,33,56,0,0
4,35,4,33,4,33,57,0,0
4,35,4,34,4,33,58,0,0
4,35,4,34,4,33,59,0,0
4,35,4,34,4,33,60,0,0
4,35,4,33,4,33,61,0,0
4,35,4,33,4,33,62,0,0
4,35,4,34,4,33,63,0,0
4,35,4,34,4,33,64,0,0
4,35,4,33,4,33,65,0,0
4,35,4,33,4,33,66,0,0
4,35,4,33,4,33,67,0,0
4,35,4,33,4,33,68,0,0
4,35,4,33,4,33,69,0,0
4,35,4,33,4,33,70,0,0
4,35,4,33,4,33,71,0,0
4,35,4,33,4,33,72,0,0
4,35,4,33,4,33,73,0,0
4,35,4,33,4,33,74,0,0
4,35,4,33,4,33,75,0,0
4,35,4,33,4,33,76,0,0
4,35,4,33,4,33,77,0,0
4,35,4,33,4,33,78,0,0
4,35,4,33,4,33,79,0,0
4,35,4,33,4,33,80,0,0
4,35,4,33,4,33,81,0,0
4,35,4,33,4,33,82,0,0
4,35,4,34,4,33,83,0,0
4,35,4,33,4,33,84,0,0
4,35,4,33,4,33,85,0,0
4,35,4,33,4,33,86,0,0
4,35,4,33,4,33,87,0,0
4,35,4,33,4,33,88,0,0
4,35,4,33,4,33,89,0,0
4,35,4,33,4,33,90,0,0
4,35,4,33,4,33,91,0,0
4,35,4,33,4,33,92,0,0
4,35,4,33,4,33,93,0,0
4,35,4,33,4,33,94,0,0
4,35,4,34,4,33,95,0,0
4,35,4,33,4,33,96,0,0
4,35,4,33,4,33,97,0,0
4,35,4,33,4,33,98,0,0
4,35,4,33,4,33,99,0,0
4,35,4,33,4,33,100,0,0
4,35,4,33,4,33,101,0,0
4,35,4,33,4,33,102,0,0
4,35,4,33,4,33,103,0,0
4,35,4,33,4,33,104,0,0
4,35,4,33,4,33,105,0,0
4,35,4,33,4,33,106,0,0
4,35,4,33,4,33,107,0,0
4,35,4,33,4,33,108,0,0
4,35,4,33,4,33,109,0,0
4,35,4,33,4,33,110,0,0
4,35,4,33,4,33,111,0,0
4,35,4,34,4,33,112,0,0
4,35,4,33,4,33,113,0,0
4,35,4,33,4,33,114,0,0
4,35,4,33,4,33,115,0,0
4,35,4,33,4,33,116,0,0
4,35,4,33,4,33,117,0,0
4,35,4,33,4,33,118,0,0
4,35,4,33,4,33,119,0,0
4,35,4,34,4,33,120,0,0
4,35,4,33,4,33,121,0,0
4,35,4,33,4,33,122,0,0
4,35,4,34,4,33,123,0,0
4,35,4,33,4,33,124,0,0
4,35,4,33,4,33,125,0,0
4,35,4,34,4,33,126,0,0
4,35,4,33,4,33,127,0,0
4,35,4,33,4,33,128,0,0
4,35,4,33,4,33,129,0,0
4,35,4,33,4,33,130,0,0
4,35,4,33,4,33,131,0,0
4,35,4,33,4,33,132,0,0
4,35,4,33,4,33,133,0,0
4,35,4,33,4,33,134,0,0
4,35,4,33,4,33,135,0,0
4,35,4,33,4,33,136,0,0
4,35,4,33,4,33,137,0,0
4,35,4,33,4,33,138,0,0
4,35,4,33,4,33,139,0,0
4,35,4,33,4,33,140,0,0
4,35,4,34,4,33,141,0,0
4,35,4,33,4,33,142,0,0
4,35,4,33,4,33,143,0,0
4,35,4,33,4,33,144,0,0
4,35,4,33,4,33,145,0,0
4,35,4,33,4,33,146,0,0
4,35,4,33,4,33,147,0,0
4,35,4,33,4,33,148,0,0
4,35,4,34,4,33,149,0,0
4,35,4,33,4,33,150,0,0
4,35,4,33,4,33,151,0,0
4,35,4,33,4,33,152,0,0
4,35,4,33,5,50,153,0,0
16,271,8,84,7,67,154,0,0
21,292,11,135,7,67,155,0,0
21,292,21,299,8,67,156,0,0
22,315,20,267,7,61,157,0,0
19,235,21,299,6,55,158,0,0
21,292,23,378,6,50,159,0,0
24,370,31,429,5,42,160,0,0
28,437,31,378,5,35,161,0,0
24,370,31,489,4,33,162,0,0
30,523,38,647,4,30,163,0,0
25,271,26,335,3,28,164,0,0
15,191,15,162,3,28,165,0,0
11,112,13,148,3,28,166,0,0
9,91,12,135,4,30,167,0,0
8,82,12,135,4,30,168,0,0
8,82,12,135,4,30,169,0,0
8,82,11,124,4,33,170,0,0
8,82,11,124,4,33,171,0,0
8,82,11,124,4,33,172,0,0
8,82,11,114,4,35,173,0,0
8,82,11,114,4,35,174,0,0
8,82,11,114,4,35,175,0,0
8,82,10,105,5,38,176,0,0
8,82,10,105,5,38,177,0,0
8,82,10,105,5,38,178,0,0
8,82,10,105,5,42,179,0,0
8,82,9,98,5,42,180,0,0
8,78,9,98,5,42,181,0,0
8,78,9,98,5,46,182,0,0
8,74,9,90,5,46,183,0,0
8,74,9,90,6,50,184,0,0
7,71,9,90,6,50,185,0,0
7,68,8,84,6,50,186,0,0
7,68,8,84,6,50,187,0,0
7,65,8,84,6,50,188,0,0
7,65,8,84,6,55,189,0,0
7,62,8,78,6,55,190,0,0
7,62,8,78,6,55,191,0,0
6,62,8,78,6,55,192,0,0
6,59,8,78,6,55,193,0,0
6,59,8,78,6,55,194,0,0
6,57,8,78,6,55,195,0,0
6,57,8,78,6,55,196,0,0
6,57,8,78,6,55,197,0,0
6,54,8,78,6,55,198,0,0
6,54,8,73,6,55,199,0,0
6,54,7,73,6,55,200,0,0
6,54,7,73,6,55,201,0,0
6,54,7,73,6,55,202,0,0
6,52,7,73,6,55,203,0,0
6,52,7,73,6,55,204,0,0
6,52,7,73,6,55,205,0,0
6,52,7,73,6,55,206,0,0
6,50,7,73,6,55,207,0,0
6,50,7,68,6,55,208,0,0
6,50,7,68,6,55,209,0,0
6,50,7,68,6,55,210,0,0
